data_model,cache_kind,sequence_length,head_dim,heads,seed,transform_path,requested_retention_ratio,retained_components,total_components,actual_component_fraction,selected_frequency_energy_retention,reconstruction_energy_retention,reported_energy_retention,reconstruction_relative_mse,reconstruction_mse,metric_definition
historical_gaussian_rope_like,K,32,64,4,0,dct_ii_ortho,0.1,3,32,0.09375,0.0940144339796,0.0940144339796,0.0940144339796,0.90598556602,0.907412105098,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.1,1,17,0.0588235294118,0.0360755601659,0.0360755601659,0.0677517318637,0.963924439834,0.965442207812,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.25,4,17,0.235294117647,0.222441564149,0.125872347169,0.152073192255,0.874127652831,0.875504029345,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.3,5,17,0.294117647059,0.28782720131,0.156985827105,0.181289539004,0.843014172895,0.84434155901,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.5,8,17,0.470588235294,0.47008184398,0.246018568003,0.264893540726,0.753981431997,0.755168629692,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.7,11,17,0.647058823529,0.654966368798,0.342799724469,0.355773501178,0.657200275531,0.658235084373,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.75,12,17,0.705882352941,0.721221882849,0.378223108129,0.38903695683,0.621776891871,0.622755924062,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,0,rfft_drop_imag_historical,0.9,15,17,0.882352941176,0.905958603055,0.473923187028,0.478901758029,0.526076812972,0.526905158543,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.1,3,32,0.09375,0.0963510146062,0.0963510146062,0.0963510146062,0.903648985394,0.888294626,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.25,8,32,0.25,0.245642525915,0.245642525915,0.245642525915,0.754357474085,0.74153980267,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.3,9,32,0.28125,0.27687587234,0.27687587234,0.27687587234,0.72312412766,0.710837157916,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.5,16,32,0.5,0.505033924571,0.505033924571,0.505033924571,0.494966075429,0.486555855163,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.7,22,32,0.6875,0.694198793907,0.694198793907,0.694198793907,0.305801206093,0.300605182308,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.75,24,32,0.75,0.756874418153,0.756874418153,0.756874418153,0.243125581847,0.238994511462,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,dct_ii_ortho,0.9,28,32,0.875,0.877450997604,0.877450997604,0.877450997604,0.122549002396,0.120466709983,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.1,1,17,0.0588235294118,0.0316601194238,0.0316601194238,0.0316601194238,0.968339880576,0.951886325288,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.25,4,17,0.235294117647,0.217401087916,0.217401087916,0.217401087916,0.782598912084,0.769301376036,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.3,5,17,0.294117647059,0.280899884919,0.280899884919,0.280899884919,0.719100115081,0.706881519381,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.5,8,17,0.470588235294,0.475158008374,0.475158008374,0.475158008374,0.524841991626,0.515924134477,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.7,11,17,0.647058823529,0.664211277619,0.664211277619,0.664211277619,0.335788722381,0.330083165459,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.75,12,17,0.705882352941,0.72704198682,0.72704198682,0.72704198682,0.27295801318,0.268320044785,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_parseval,0.9,15,17,0.882352941176,0.909625558094,0.909625558094,0.909625558094,0.0903744419063,0.0888388438107,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.1,1,17,0.0588235294118,0.0316601194238,0.0316601194238,0.0595266308648,0.968339880576,0.951886325288,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.25,4,17,0.235294117647,0.217401087916,0.124699059198,0.146991471883,0.875300940802,0.860428257448,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.3,5,17,0.294117647059,0.280899884919,0.156802544975,0.177171590942,0.843197455025,0.828870258322,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.5,8,17,0.470588235294,0.475158008374,0.249114160373,0.263952682648,0.750885839627,0.738127156519,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.7,11,17,0.647058823529,0.664211277619,0.340320559874,0.349694773557,0.659679440126,0.648470491329,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.75,12,17,0.705882352941,0.72704198682,0.375416041071,0.382687633222,0.624583958929,0.613971335297,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,0,rfft_drop_imag_historical,0.9,15,17,0.882352941176,0.909625558094,0.464829026888,0.466743756479,0.535170973112,0.526077610987,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.1,3,32,0.09375,0.694602809216,0.694602809216,0.694602809216,0.305397190784,0.0289523453791,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.25,8,32,0.25,0.960449852923,0.960449852923,0.960449852923,0.0395501470766,0.00374944351982,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.3,9,32,0.28125,0.973642992588,0.973642992588,0.973642992588,0.0263570074119,0.00249870399851,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.5,16,32,0.5,0.998228591868,0.998228591868,0.998228591868,0.00177140813178,0.000167933502947,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.7,22,32,0.6875,0.999861584679,0.999861584679,0.999861584679,0.000138415321122,1.31220859386e-05,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.75,24,32,0.75,0.999934223589,0.999934223589,0.999934223589,6.57764107813e-05,6.23575271877e-06,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,dct_ii_ortho,0.9,28,32,0.875,0.999988671627,0.999988671627,0.999988671627,1.13283734164e-05,1.07395545746e-06,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.1,1,17,0.0588235294118,0.314552457365,0.314552457365,0.314552457365,0.685447542635,0.0649819795089,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.25,4,17,0.235294117647,0.90419147828,0.90419147828,0.90419147828,0.0958085217199,0.00908286485535,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.3,5,17,0.294117647059,0.940892008767,0.940892008767,0.940892008767,0.0591079912325,0.00560357144227,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.5,8,17,0.470588235294,0.98007524217,0.98007524217,0.98007524217,0.0199247578297,0.00188891216975,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.7,11,17,0.647058823529,0.990128956898,0.990128956898,0.990128956898,0.00987104310227,0.000935797242978,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.75,12,17,0.705882352941,0.992307147214,0.992307147214,0.992307147214,0.00769285278551,0.000729299867575,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_parseval,0.9,15,17,0.882352941176,0.997620819994,0.997620819994,0.997620819994,0.00237918000637,0.000225551653198,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.1,1,17,0.0588235294118,0.314552457365,0.314552457365,0.478282488221,0.685447542635,0.0649819795089,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.25,4,17,0.235294117647,0.90419147828,0.565157833019,0.668807406756,0.434842166981,0.0412240223019,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.3,5,17,0.294117647059,0.940892008767,0.579122670788,0.679424296244,0.420877329212,0.0399001240525,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.5,8,17,0.470588235294,0.98007524217,0.594474799053,0.691095885408,0.405525200947,0.038444707522,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.7,11,17,0.647058823529,0.990128956898,0.600388985677,0.695592197276,0.399611014323,0.0378840292351,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.75,12,17,0.705882352941,0.992307147214,0.602063247058,0.696865069067,0.397936752942,0.0377253054641,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,K,32,64,4,0,rfft_drop_imag_historical,0.9,15,17,0.882352941176,0.997620819994,0.606867619195,0.70051763481,0.393132380805,0.0372698401041,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.1,3,32,0.09375,0.697156665978,0.697156665978,0.697156665978,0.302843334022,0.029634471657,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.25,8,32,0.25,0.961241216357,0.961241216357,0.961241216357,0.0387587836433,0.0037927071403,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.3,9,32,0.28125,0.97430938178,0.97430938178,0.97430938178,0.0256906182196,0.00251393315273,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.5,16,32,0.5,0.998389904452,0.998389904452,0.998389904452,0.00161009554763,0.000157554502645,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.7,22,32,0.6875,0.999860282824,0.999860282824,0.999860282824,0.000139717176417,1.3671903058e-05,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.75,24,32,0.75,0.999941686607,0.999941686607,0.999941686607,5.83133926725e-05,5.70620643825e-06,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,dct_ii_ortho,0.9,28,32,0.875,0.999990118425,0.999990118425,0.999990118425,9.88157496745e-06,9.66952943658e-07,orthonormal DCT-II; time-domain reconstruction energy
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.1,1,17,0.0588235294118,0.316665700818,0.316665700818,0.316665700818,0.683334299182,0.0668670848799,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.25,4,17,0.235294117647,0.905496208582,0.905496208582,0.905496208582,0.0945037914176,0.00924758650306,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.3,5,17,0.294117647059,0.942032047588,0.942032047588,0.942032047588,0.0579679524123,0.00567240368135,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.5,8,17,0.470588235294,0.979235739044,0.979235739044,0.979235739044,0.0207642609559,0.00203186873756,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.7,11,17,0.647058823529,0.98996329926,0.98996329926,0.98996329926,0.0100367007405,0.000982132641565,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.75,12,17,0.705882352941,0.992148753398,0.992148753398,0.992148753398,0.00785124660236,0.000768276923318,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_parseval,0.9,15,17,0.882352941176,0.997574827241,0.997574827241,0.997574827241,0.00242517275859,0.000237313175837,rFFT with Parseval endpoint weights; complex coefficients preserved
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.1,1,17,0.0588235294118,0.316665700818,0.316665700818,0.480718397216,0.683334299182,0.0668670848799,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.25,4,17,0.235294117647,0.905496208582,0.581002785638,0.681358535082,0.418997214362,0.0410006088246,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.3,5,17,0.294117647059,0.942032047588,0.595531936272,0.692386616095,0.404468063728,0.0395788713971,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.5,8,17,0.470588235294,0.979235739044,0.611020115471,0.704142629868,0.388979884529,0.0380632890615,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.7,11,17,0.647058823529,0.98996329926,0.616959779736,0.708651021333,0.383040220264,0.037482068369,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.75,12,17,0.705882352941,0.992148753398,0.618632818806,0.709920910459,0.381367181194,0.0373183545826,historical rFFT fallback; imaginary part discarded before irFFT
smooth_dct_decay_positive_control,V,32,64,4,0,rfft_drop_imag_historical,0.9,15,17,0.882352941176,0.997574827241,0.623547567302,0.71365135871,0.376452432698,0.0368374261333,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.1,3,32,0.09375,0.0978887986809,0.0978887986809,0.0978887986809,0.902111201319,0.895449171186,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.25,8,32,0.25,0.263205074079,0.263205074079,0.263205074079,0.736794925921,0.731353745287,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.3,9,32,0.28125,0.294293514259,0.294293514259,0.294293514259,0.705706485741,0.700494891132,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.5,16,32,0.5,0.516206872642,0.516206872642,0.516206872642,0.483793127358,0.480220347874,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.7,22,32,0.6875,0.699015231425,0.699015231425,0.699015231425,0.300984768575,0.298762016441,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.75,24,32,0.75,0.761681684774,0.761681684774,0.761681684774,0.238318315226,0.236558350606,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,dct_ii_ortho,0.9,28,32,0.875,0.877196887627,0.877196887627,0.877196887627,0.122803112373,0.121896219704,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.1,1,17,0.0588235294118,0.0300681229736,0.0300681229736,0.0300681229736,0.969931877026,0.962768995796,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.25,4,17,0.235294117647,0.23199171565,0.23199171565,0.23199171565,0.76800828435,0.762336595178,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.3,5,17,0.294117647059,0.295670710206,0.295670710206,0.295670710206,0.704329289794,0.699127865684,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.5,8,17,0.470588235294,0.489371871585,0.489371871585,0.489371871585,0.510628128415,0.506857174265,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.7,11,17,0.647058823529,0.670223491863,0.670223491863,0.670223491863,0.329776508137,0.327341130956,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.75,12,17,0.705882352941,0.73371598843,0.73371598843,0.73371598843,0.26628401157,0.264317522177,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_parseval,0.9,15,17,0.882352941176,0.900621996413,0.900621996413,0.900621996413,0.0993780035875,0.0986441037606,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.1,1,17,0.0588235294118,0.0300681229736,0.0300681229736,0.0565948914996,0.969931877026,0.962768995796,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.25,4,17,0.235294117647,0.23199171565,0.133713733182,0.154136930777,0.866286266818,0.8598888014,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.3,5,17,0.294117647059,0.295670710206,0.167487931638,0.18592220548,0.832512068362,0.826364023113,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.5,8,17,0.470588235294,0.489371871585,0.265711993991,0.278361965628,0.734288006009,0.728865338808,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.7,11,17,0.647058823529,0.670223491863,0.35157209873,0.359165867424,0.64842790127,0.643639305128,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.75,12,17,0.705882352941,0.73371598843,0.382983101353,0.388727112182,0.617016898647,0.612460270633,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,K,32,64,4,1,rfft_drop_imag_historical,0.9,15,17,0.882352941176,0.900621996413,0.466879273627,0.46768273524,0.533120726373,0.52918366591,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.1,3,32,0.09375,0.0889096346211,0.0889096346211,0.0889096346211,0.911090365379,0.899457286472,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.25,8,32,0.25,0.24098621185,0.24098621185,0.24098621185,0.75901378815,0.749322469237,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.3,9,32,0.28125,0.271926496215,0.271926496215,0.271926496215,0.728073503785,0.718777239834,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.5,16,32,0.5,0.4941233564,0.4941233564,0.4941233564,0.5058766436,0.499417456744,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.7,22,32,0.6875,0.690422103502,0.690422103502,0.690422103502,0.309577896498,0.305625111753,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.75,24,32,0.75,0.744944842192,0.744944842192,0.744944842192,0.255055157808,0.251798535974,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,dct_ii_ortho,0.9,28,32,0.875,0.872030795856,0.872030795856,0.872030795856,0.127969204144,0.126335254422,orthonormal DCT-II; time-domain reconstruction energy
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.1,1,17,0.0588235294118,0.030476261978,0.030476261978,0.030476261978,0.969523738022,0.957144564039,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.25,4,17,0.235294117647,0.210395524187,0.210395524187,0.210395524187,0.789604475813,0.779522565696,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.3,5,17,0.294117647059,0.27227331256,0.27227331256,0.27227331256,0.72772668744,0.718434851745,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.5,8,17,0.470588235294,0.461162407226,0.461162407226,0.461162407226,0.538837592774,0.531957550494,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.7,11,17,0.647058823529,0.66027455598,0.66027455598,0.66027455598,0.33972544402,0.335387726218,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.75,12,17,0.705882352941,0.712388381261,0.712388381261,0.712388381261,0.287611618739,0.283939306109,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_parseval,0.9,15,17,0.882352941176,0.898900886171,0.898900886171,0.898900886171,0.101099113829,0.0998082495933,rFFT with Parseval endpoint weights; complex coefficients preserved
historical_gaussian_rope_like,V,32,64,4,1,rfft_drop_imag_historical,0.1,1,17,0.0588235294118,0.030476261978,0.030476261978,0.0571635219173,0.969523738022,0.957144564039,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,1,rfft_drop_imag_historical,0.25,4,17,0.235294117647,0.210395524187,0.117600205613,0.138871565133,0.882399794387,0.871133045416,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,1,rfft_drop_imag_historical,0.3,5,17,0.294117647059,0.27227331256,0.148358801804,0.167718109515,0.851641198196,0.840767184338,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,1,rfft_drop_imag_historical,0.5,8,17,0.470588235294,0.461162407226,0.248112057472,0.261270386707,0.751887942528,0.74228760858,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,1,rfft_drop_imag_historical,0.7,11,17,0.647058823529,0.66027455598,0.348356669133,0.355283475647,0.651643330867,0.643322950611,historical rFFT fallback; imaginary part discarded before irFFT
historical_gaussian_rope_like,V,32,64,4,1,rfft_drop_imag_historical,0.75,12,17,0.705882352941,0.712388381261,0.371281366947,0.3767831016,0.628718633053,0.620690962312,historical rFFT fallback; imaginary part discarded before irFFT
