segment_index,token_offset,token_ids_sha256,layer,cache_stage,sequence_variant,heads,sequence_length,head_dim,transform,requested_retention_ratio,retained_components,total_components,actual_component_fraction,global_low_frequency_energy,global_top_frequency_bin_energy,global_top_vs_low_gain,global_reconstruction_relative_mse,per_head_low_frequency_energy_mean,per_head_low_frequency_energy_std,per_head_low_frequency_energy_min,per_head_low_frequency_energy_max,per_head_top_frequency_bin_energy_mean,per_head_top_frequency_bin_energy_max,dc_energy_fraction
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.339840106532,0.41390314306,0.0740630365283,0.660159893468,0.339413986311,0.00274728752506,0.336666698785,0.342161273836,0.415224273319,0.42511790066,2.07801642652e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.573787603986,0.658313742784,0.0845261387986,0.426212396014,0.57423440735,0.00288063614039,0.57135377121,0.577115043491,0.661366227901,0.670691741543,2.07801642652e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.801310616669,0.852085124044,0.0507745073751,0.198689383331,0.801398757205,0.000568260749349,0.800830496456,0.801967017955,0.854252500083,0.859438902246,2.07801642652e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.919088670202,0.948402831957,0.0293141617542,0.0809113297976,0.919081708586,4.48830192573e-05,0.919036825567,0.919126591605,0.949433801767,0.951594272043,2.07801642652e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.148034301902,0.198138659867,0.0501043579647,0.851965698098,0.147601851302,0.00278810085193,0.14481375045,0.150389952154,0.198179666646,0.204525188197,2.23934631848e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.337385875623,0.389168069416,0.0517821937922,0.662614124377,0.336970996425,0.00267481429174,0.334296182133,0.339645810717,0.389379503276,0.397156783803,2.23934631848e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.572282386526,0.631140476865,0.0588580903395,0.427717613474,0.572751835319,0.00302663606019,0.569725199259,0.57577847138,0.633313495832,0.640765828365,2.23934631848e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.798535662887,0.83735081692,0.0388151540321,0.201464337113,0.798684504793,0.000959615369778,0.797724889423,0.799644120162,0.838722449807,0.844554885006,2.23934631848e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.921779678542,0.943482900942,0.0217032224004,0.0782203214584,0.921740891468,0.000250068501045,0.921490822967,0.921990959969,0.944238164521,0.946098655995,2.23934631848e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,dct_ii_ortho,0.1,51,512,0.099609375,0.99970444666,0.999796386463,9.19398028643e-05,0.000295553340284,0.999700994785,3.13951863169e-05,0.999669599599,0.999732389972,0.999799452734,0.999799502809,0.999502306295
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.999786641021,0.999851979481,6.53384594987e-05,0.000213358978642,0.999784273923,2.15290240757e-05,0.999762744899,0.999805802947,0.999853512771,0.99985684733,0.999502306295
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.99990436215,0.999911888642,7.52649207003e-06,9.56378500878e-05,0.999904907391,4.95903028008e-06,0.999899948361,0.999909866421,0.999913589468,0.999915836644,0.999502306295
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.999955229423,0.999960597758,5.36833535703e-06,4.47705769446e-05,0.999955469966,2.18776384364e-06,0.999953282202,0.99995765773,0.999961899526,0.999962602106,0.999502306295
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.999981725925,0.999985621028,3.8951029433e-06,1.82740753496e-05,0.999981820079,8.56342489086e-07,0.999980963736,0.999982676421,0.999986190779,0.999986323574,0.999502306295
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.999702615498,0.99978434078,8.17252820201e-05,0.000297384502312,0.999699122991,3.17647432286e-05,0.999667358248,0.999730887734,0.999786038942,0.999793531791,0.99950230631
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.999786003409,0.999846369464,6.03660550736e-05,0.000213996591016,0.999783635185,2.15392627006e-05,0.999762095922,0.999805174448,0.999847599735,0.999850691265,0.99950230631
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.999903733694,0.999907755487,4.02179318415e-06,9.62663058476e-05,0.999904274777,4.9212115813e-06,0.999899353566,0.999909195989,0.99990892244,0.99991212413,0.99950230631
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.999954657995,0.999957774076,3.11608016457e-06,4.5342004599e-05,0.999954902928,2.22769031527e-06,0.999952675238,0.999957130618,0.999958827013,0.9999601193,0.99950230631
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,raw,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.999982255777,0.999984728905,2.47312813562e-06,1.7744223363e-05,0.999982334956,7.20149248512e-07,0.999981614807,0.999983055106,0.99998518887,0.999985480722,0.99950230631
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,dct_ii_ortho,0.1,51,512,0.099609375,0.406154152329,0.593493850815,0.187339698485,0.593845847671,0.404504839244,0.0328617058854,0.371643133359,0.43736654513,0.596120498101,0.661004964384,5.8009830295e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.571304647008,0.70367935313,0.132374706122,0.428695352992,0.570000647609,0.0259815101849,0.544019137424,0.595982157794,0.703315974362,0.757152583963,5.8009830295e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.807837935047,0.823794987168,0.0159570521201,0.192162064953,0.805794282403,0.0407187166211,0.765075565782,0.846512999024,0.825102086506,0.857371341723,5.8009830295e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.910043915585,0.921535430468,0.0114915148834,0.0899560844151,0.909100580671,0.0187954577945,0.890305122877,0.927896038466,0.923296993953,0.93688079726,5.8009830295e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.963282486478,0.971716565085,0.00843407860674,0.0367175135219,0.96290110354,0.00759885679258,0.955302246747,0.970499960333,0.972586466949,0.977203767296,5.8009830295e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.402474839075,0.572358205601,0.169883366526,0.597525160925,0.400832789705,0.0327169787881,0.368115810917,0.433549768493,0.574877143334,0.630203529561,5.05905979061e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.57002349988,0.69352443884,0.123500938959,0.42997650012,0.568710200094,0.0261668145068,0.542543385587,0.5948770146,0.692588090879,0.747760298503,5.05905979061e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.806575193236,0.816356872481,0.00978167924479,0.193424806764,0.804525143038,0.040846182867,0.763678960171,0.845371325905,0.816213545817,0.851771792214,5.05905979061e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.908895761534,0.916620310751,0.00772454921733,0.0911042384662,0.907939187496,0.0190592396795,0.888879947817,0.926998427176,0.917660078812,0.933264226313,5.05905979061e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,K_post_rope,mean_removed,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.964347099992,0.970621320095,0.00627422010343,0.0356529000083,0.963987897773,0.00715691720239,0.95683098057,0.971144814975,0.971157322117,0.976310143363,5.05905979061e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,dct_ii_ortho,0.1,51,512,0.099609375,0.350142904788,0.390376428141,0.0402335233528,0.649857095212,0.324812156026,0.15326460089,0.171547555136,0.478076756917,0.36849572923,0.517314649925,0.249820705479
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.482303071702,0.532544259065,0.0502411873624,0.517696928298,0.460858718894,0.129749823245,0.331108895649,0.590608542139,0.517561373686,0.634792274313,0.249820705479
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.663644665944,0.721645803226,0.0580011372824,0.336355334056,0.650018522924,0.0824454654399,0.567573057484,0.732463988364,0.714964965632,0.785979540163,0.249820705479
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.841103636307,0.876967678638,0.0358640423307,0.158896363693,0.83446062418,0.0401937823491,0.794266841831,0.874654406529,0.875337034425,0.906253937627,0.249820705479
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.935167918424,0.955252408976,0.0200844905518,0.0648320815759,0.932359483539,0.0169925356658,0.915366947873,0.949352019205,0.95523862712,0.966195658289,0.249820705479
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.34718084846,0.374171779793,0.0269909313328,0.65281915154,0.3217216313,0.154041897789,0.167679733512,0.475763529089,0.350998640779,0.504285088118,0.249820711888
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.480710599222,0.51516474027,0.034454141048,0.519289400778,0.459199321193,0.130154751837,0.329044569356,0.58935407303,0.498390867799,0.61854959708,0.249820711888
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.662970404952,0.702349965005,0.0393795600532,0.337029595048,0.649319803949,0.0825934462671,0.566726357682,0.731913250216,0.693705616294,0.767334068065,0.249820711888
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.839462053852,0.864937478949,0.025475425097,0.160537946148,0.832775261141,0.0404586768266,0.792316584314,0.873233937968,0.861984487805,0.89454069187,0.249820711888
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,raw,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.93731068449,0.951214587181,0.0139039026904,0.0626893155099,0.93460379399,0.0163781371223,0.918225656868,0.950981931113,0.950404198575,0.96160661545,0.249820711888
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,dct_ii_ortho,0.1,51,512,0.099609375,0.133730962903,0.190157073004,0.056426110101,0.866269037097,0.134263810025,0.0101637698109,0.124100040214,0.144427579836,0.194711645002,0.211645307356,2.36173977287e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.309902403449,0.379068949844,0.0691665463957,0.690097596551,0.310848631082,0.0180487788416,0.292799852241,0.328897409924,0.385887029425,0.403530485383,2.36173977287e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.551633407614,0.630708957329,0.0790755497152,0.448366592386,0.552121749105,0.00931484903603,0.542806900069,0.561436598141,0.638120385727,0.650878961201,2.36173977287e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.788188817486,0.837467642518,0.0492788250317,0.211811182514,0.788504446369,0.00602044973913,0.78248399663,0.794524896108,0.842349678368,0.847699851908,2.36173977287e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.913577884649,0.941613788301,0.0280359036524,0.0864221153513,0.913747078125,0.00322727378419,0.910519804341,0.916974351909,0.94406275527,0.945773511812,2.36173977287e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.129782490732,0.171124819479,0.0413423287471,0.870217509268,0.130323131788,0.0103124350839,0.120010696705,0.140635566872,0.175067038429,0.192934013723,2.24137420435e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.307779608037,0.358027907573,0.0502482995351,0.692220391963,0.308729142069,0.0181118469306,0.290617295138,0.326840988999,0.362986283039,0.378917156113,2.24137420435e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.55073460343,0.606829477653,0.0560948742234,0.44926539657,0.55122274518,0.0093110392777,0.541911705902,0.560533784458,0.612060631348,0.622113855511,2.24137420435e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.786000562212,0.823130073392,0.0371295111798,0.213999437788,0.786309203257,0.00588716062688,0.78042204263,0.792196363884,0.826476815581,0.830126842665,2.24137420435e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,0,V_cache,mean_removed,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.916434222529,0.937676129155,0.0212419066253,0.0835657774706,0.916594226444,0.00305198793846,0.913542238506,0.919646214383,0.939100273712,0.93970954744,2.24137420435e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,dct_ii_ortho,0.1,51,512,0.099609375,0.993157667527,0.993670768315,0.000513100787909,0.006842332473,0.925198855742,0.0729897084774,0.852209147264,0.998188564219,0.930764715849,0.998347795586,0.99191034957
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.994626715767,0.995356609363,0.000729893596089,0.0053732842328,0.941082851665,0.0575076421867,0.883575209478,0.998590493852,0.949127379676,0.998803677868,0.99191034957
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.99683914891,0.99742605858,0.000586909669454,0.00316085108971,0.96500965851,0.0341857834804,0.93082387503,0.999195441991,0.971883170409,0.999343875016,0.99191034957
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.998570995616,0.998970612664,0.000399617048485,0.00142900438418,0.984091547907,0.0155513411644,0.968540206742,0.999642889071,0.988809685706,0.999736100613,0.99191034957
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.999431066291,0.9996565452,0.000225478909029,0.00056893370935,0.993707220886,0.006147573751,0.987559647135,0.999854794637,0.996295334639,0.999911793448,0.99191034957
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.993117567309,0.993424662584,0.000307095274868,0.00688243269131,0.924799679485,0.0733753663853,0.8514243131,0.99817504587,0.928005521903,0.998282270854,0.991910349848
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.994595637058,0.995138873715,0.000543236656761,0.00540436294207,0.940747709479,0.0578342150357,0.882913494444,0.998581924515,0.946441763618,0.998752666445,0.991910349848
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.996825375439,0.997216788374,0.000391412934788,0.00317462456074,0.964874021333,0.0343166685727,0.930557352761,0.999190689906,0.969332785972,0.999296415768,0.991910349848
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.998551303552,0.998810807273,0.00025950372118,0.00144869644792,0.983871508583,0.0157665198481,0.968104988734,0.999638028431,0.986940630851,0.999698513262,0.991910349848
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,raw,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.999457439217,0.999591204058,0.00013376484041,0.000542560782679,0.994027453263,0.00583196028994,0.988195492973,0.999859413553,0.995544619796,0.999894690689,0.991910349848
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.1,51,512,0.099609375,0.154186879636,0.220755296231,0.066568416595,0.845813120364,0.156324497325,0.0044094562087,0.151915041116,0.160733953533,0.227901579549,0.237814762687,1.14510674325e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.25,128,512,0.25,0.33578288944,0.428383823468,0.0926009340282,0.66421711056,0.339430296669,0.00752383484567,0.331906461823,0.346954131515,0.436706696725,0.448054734864,1.14510674325e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.5,256,512,0.5,0.609272227938,0.683536955803,0.074264727865,0.390727772062,0.615137363194,0.0120985418511,0.603038821343,0.627235905045,0.690237278608,0.697665824527,1.14510674325e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.75,384,512,0.75,0.823354000651,0.874004919523,0.050650918872,0.176645999349,0.827007864007,0.00753715247725,0.819470711529,0.834545016484,0.876643112466,0.878938138125,1.14510674325e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,dct_ii_ortho,0.9,460,512,0.8984375,0.929671409874,0.95852323213,0.0288518222557,0.0703285901257,0.930668119735,0.00205600304807,0.928612116687,0.932724122783,0.959502005166,0.960058997285,1.14510674325e-16
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.1,25,257,0.0972762645914,0.149229872635,0.193426373195,0.0441965005609,0.850770127365,0.150940990656,0.00352967700574,0.14741131365,0.154470667662,0.200348901043,0.210862345261,9.60114741137e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.25,64,257,0.249027237354,0.331941080397,0.403707241988,0.0717661615919,0.668058919603,0.335546526705,0.00743727830079,0.328109248404,0.342983805006,0.41201547364,0.426868844266,9.60114741137e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.5,128,257,0.498054474708,0.607569610721,0.659369062051,0.0517994513305,0.392430389279,0.613271787132,0.0117623920222,0.60150939511,0.625034179154,0.666467696438,0.677343642206,9.60114741137e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.75,192,257,0.747081712062,0.820919765391,0.855743626178,0.0348238607869,0.179080234609,0.824633123631,0.00765987794599,0.816973245685,0.832293001577,0.858750663043,0.862875117304,9.60114741137e-17
0,0,e42abc3b8b9cdc03b24df0683846f89bef23957afd306324a77a11926a300a69,1,K_pre_rope,mean_removed,2,512,128,rfft_parseval,0.9,231,257,0.898832684825,0.932931489855,0.951659079359,0.0187275895037,0.0670685101451,0.933562498096,0.00130163743955,0.932260860657,0.934864135536,0.952484648534,0.95332290353,9.60114741137e-17
