data_model,cache_kind,sequence_length,transform_path,requested_retention_ratio,samples,retained_components_mean,retained_components_std,total_components_mean,total_components_std,actual_component_fraction_mean,actual_component_fraction_std,selected_frequency_energy_retention_mean,selected_frequency_energy_retention_std,reconstruction_energy_retention_mean,reconstruction_energy_retention_std,reported_energy_retention_mean,reported_energy_retention_std,reconstruction_relative_mse_mean,reconstruction_relative_mse_std,reconstruction_mse_mean,reconstruction_mse_std
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.1,5,12,0,128,0,0.09375,0,0.0922345807375,0.00108218984137,0.0922345807375,0.00108218984137,0.0922345807375,0.00108218984137,0.907765419263,0.00108218984137,0.901337595159,0.00577307160213
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.25,5,32,0,128,0,0.25,0,0.249341864686,0.00185656045072,0.249341864686,0.00185656045072,0.249341864686,0.00185656045072,0.750658135314,0.00185656045072,0.745349420519,0.00593944743278
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.3,5,38,0,128,0,0.296875,0,0.296749098423,0.00239662394702,0.296749098423,0.00239662394702,0.296749098423,0.00239662394702,0.703250901577,0.00239662394702,0.698274663042,0.00545512773576
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.5,5,64,0,128,0,0.5,0,0.499122893993,0.00105503022352,0.499122893993,0.00105503022352,0.499122893993,0.00105503022352,0.500877106007,0.00105503022352,0.497331971769,0.00351697374633
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.7,5,89,0,128,0,0.6953125,0,0.69660175094,0.00298912437924,0.69660175094,0.00298912437924,0.69660175094,0.00298912437924,0.30339824906,0.00298912437924,0.301257353401,0.00409030464607
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.75,5,96,0,128,0,0.75,0,0.751639955036,0.00223064080924,0.751639955036,0.00223064080924,0.751639955036,0.00223064080924,0.248360044964,0.00223064080924,0.246606304615,0.00310322287794
historical_gaussian_rope_like,K,128,dct_ii_ortho,0.9,5,115,0,128,0,0.8984375,0,0.898413177647,0.00205096227274,0.898413177647,0.00205096227274,0.898413177647,0.00205096227274,0.101586822353,0.00205096227274,0.100859171291,0.00169741163326
historical_gaussian_rope_like,K,128,rfft_drop_imag_historical,0.1,5,6,0,65,0,0.0923076923077,0,0.0848252300047,0.000993010296829,0.0463390507703,0.000443726871,0.053343350333,0.000473324961583,0.95366094923,0.000443726871,0.946911529595,0.00648357588136
historical_gaussian_rope_like,K,128,rfft_drop_imag_historical,0.25,5,16,0,65,0,0.246153846154,0,0.241530319443,0.00187439831537,0.124906909076,0.00158593607387,0.130701101779,0.00188571299545,0.875093090924,0.00158593607387,0.868906143061,0.0069914351996
historical_gaussian_rope_like,K,128,rfft_drop_imag_historical,0.3,5,19,0,65,0,0.292307692308,0,0.288666027408,0.00200869961863,0.148919711261,0.00156682039923,0.154343893963,0.00208059784857,0.851080288739,0.00156682039923,0.845057856234,0.00612272338222
historical_gaussian_rope_like,K,128,rfft_drop_imag_historical,0.5,5,32,0,65,0,0.492307692308,0,0.491106563787,0.00104215286142,0.249078319009,0.00167225965091,0.252959042177,0.00222870702793,0.750921680991,0.00167225965091,0.745608196732,0.00550461019797
