layer,cache_stage,sequence_variant,transform,energy_threshold,samples,global_required_components_mean,global_required_components_std,total_components_mean,total_components_std,global_required_component_fraction_mean,global_required_component_fraction_std,per_head_required_component_fraction_mean_mean,per_head_required_component_fraction_mean_std,per_head_required_component_fraction_std_mean,per_head_required_component_fraction_std_std,per_head_required_component_fraction_min_mean,per_head_required_component_fraction_min_std,per_head_required_component_fraction_max_mean,per_head_required_component_fraction_max_std
0,K_pre_rope,mean_removed,dct_ii_ortho,0.9,4,448,6.28490254499,512,0,0.875,0.0122752002832,0.875,0.0120200523683,0.00244140625,0.00201323516876,0.87255859375,0.0138365501126,0.87744140625,0.0102771314355
0,K_pre_rope,mean_removed,dct_ii_ortho,0.95,4,480.25,2.27760839479,512,0,0.93798828125,0.00444845389607,0.937744140625,0.00459996183628,0.001708984375,0.0014443554158,0.93603515625,0.00541530102852,0.939453125,0.00414320379601
0,K_pre_rope,mean_removed,dct_ii_ortho,0.99,4,505.75,0.433012701892,512,0,0.98779296875,0.000845727933383,0.987548828125,0.0014443554158,0.000732421875,0.000422863966692,0.98681640625,0.00161944569842,0.98828125,0.001381067932
0,K_pre_rope,mean_removed,rfft_parseval,0.9,4,224.5,3.35410196625,257,0,0.873540856031,0.0130509804134,0.874027237354,0.0117035111046,0.0034046692607,0.00161314435329,0.870622568093,0.0130146771987,0.877431906615,0.0104769743329
0,K_pre_rope,mean_removed,rfft_parseval,0.95,4,241,1.22474487139,257,0,0.937743190661,0.00476554424666,0.936770428016,0.00523848716647,0.000972762645914,0.000972762645914,0.93579766537,0.00583657587549,0.937743190661,0.00476554424666
0,K_pre_rope,mean_removed,rfft_parseval,0.99,4,253.75,0.433012701892,257,0,0.987354085603,0.00168487432643,0.98686770428,0.00161314435329,0.000486381322957,0.000842437163214,0.986381322957,0.00194552529183,0.987354085603,0.00168487432643
0,K_pre_rope,raw,dct_ii_ortho,0.9,4,1,0,512,0,0.001953125,0,0.001953125,0,0,0,0.001953125,0,0.001953125,0
0,K_pre_rope,raw,dct_ii_ortho,0.95,4,1,0,512,0,0.001953125,0,0.001953125,0,0,0,0.001953125,0,0.001953125,0
0,K_pre_rope,raw,dct_ii_ortho,0.99,4,1,0,512,0,0.001953125,0,0.001953125,0,0,0,0.001953125,0,0.001953125,0
0,K_pre_rope,raw,rfft_parseval,0.9,4,1,0,257,0,0.00389105058366,0,0.00389105058366,0,0,0,0.00389105058366,0,0.00389105058366,0
0,K_pre_rope,raw,rfft_parseval,0.95,4,1,0,257,0,0.00389105058366,0,0.00389105058366,0,0,0,0.00389105058366,0,0.00389105058366,0
0,K_pre_rope,raw,rfft_parseval,0.99,4,1,0,257,0,0.00389105058366,0,0.00389105058366,0,0,0,0.00389105058366,0,0.00389105058366,0
0,V_cache,mean_removed,dct_ii_ortho,0.9,4,453.25,4.32290411645,512,0,0.88525390625,0.00844317210244,0.885009765625,0.008467844334,0.003173828125,0.00333857283476,0.8818359375,0.0111772686936,0.88818359375,0.00638510587433
0,V_cache,mean_removed,dct_ii_ortho,0.95,4,482.75,2.04633819297,512,0,0.94287109375,0.00399675428314,0.942626953125,0.00449510562488,0.001220703125,0.00106418431239,0.94140625,0.00534885310064,0.94384765625,0.0037505594472
0,V_cache,mean_removed,dct_ii_ortho,0.99,4,506.25,0.829156197589,512,0,0.98876953125,0.00161944569842,0.98876953125,0.00146484375,0.00048828125,0.00048828125,0.98828125,0.001381067932,0.9892578125,0.00169145586677
0,V_cache,mean_removed,rfft_parseval,0.9,4,227.5,2.17944947177,257,0,0.885214007782,0.00848034813918,0.884727626459,0.00863241213487,0.0034046692607,0.00347345740688,0.881322957198,0.0115098828465,0.88813229572,0.00637883124932
0,V_cache,mean_removed,rfft_parseval,0.95,4,242,1.22474487139,257,0,0.941634241245,0.00476554424666,0.942120622568,0.00443114473694,0.00145914396887,0.00161314435329,0.940661478599,0.00575494142325,0.943579766537,0.00336974865286
0,V_cache,mean_removed,rfft_parseval,0.99,4,254,0,257,0,0.988326848249,0,0.988326848249,0,0,0,0.988326848249,0,0.988326848249,0
0,V_cache,raw,dct_ii_ortho,0.9,4,432,6.81909084849,512,0,0.84375,0.0133185368135,0.842041015625,0.0123018776244,0.036376953125,0.00380577570022,0.8056640625,0.0156554878339,0.87841796875,0.00930300726722
0,V_cache,raw,dct_ii_ortho,0.95,4,471.75,3.96074487944,512,0,0.92138671875,0.00773582984265,0.92041015625,0.00642233712791,0.01806640625,0.00280496222975,0.90234375,0.00905626806201,0.9384765625,0.00402647033752
0,V_cache,raw,dct_ii_ortho,0.99,4,504,1.22474487139,512,0,0.984375,0.00239207982694,0.98486328125,0.00201323516876,0.0029296875,0.00119603991347,0.98193359375,0.00320187427944,0.98779296875,0.000845727933383
0,V_cache,raw,rfft_parseval,0.9,4,216.75,3.34477204006,257,0,0.843385214008,0.0130146771987,0.84046692607,0.012831620582,0.0359922178988,0.00445775845813,0.804474708171,0.0165940876549,0.876459143969,0.00967886611971
0,V_cache,raw,rfft_parseval,0.95,4,236.75,2.16506350946,257,0,0.921206225681,0.00842437163214,0.919747081712,0.00650733859935,0.0179961089494,0.0021200870348,0.901750972763,0.00842437163214,0.937743190661,0.00476554424666
0,V_cache,raw,rfft_parseval,0.99,4,252.75,0.433012701892,257,0,0.983463035019,0.00168487432643,0.983949416342,0.0021200870348,0.00243190661479,0.00161314435329,0.981517509728,0.00322628870657,0.986381322957,0.00194552529183
1,K_post_rope,mean_removed,dct_ii_ortho,0.9,4,338.75,2.68095132369,512,0,0.66162109375,0.00523623305408,0.57470703125,0.00818508526086,0.19921875,0.0111985790441,0.37548828125,0.0173253857414,0.77392578125,0.00919992367257
1,K_post_rope,mean_removed,dct_ii_ortho,0.95,4,424.75,3.26917420766,512,0,0.82958984375,0.00638510587433,0.7666015625,0.00759587362603,0.12060546875,0.00393664929116,0.64599609375,0.0097043979074,0.88720703125,0.00722590263035
1,K_post_rope,mean_removed,dct_ii_ortho,0.99,4,494.25,2.27760839479,512,0,0.96533203125,0.00444845389607,0.951904296875,0.00545368845305,0.024169921875,0.0027943171734,0.927734375,0.00817050807162,0.97607421875,0.00288871083159
1,K_post_rope,mean_removed,rfft_parseval,0.9,4,170.5,1.65831239518,257,0,0.663424124514,0.00645257741314,0.580252918288,0.00692986714435,0.195038910506,0.0107774901781,0.385214007782,0.015805522188,0.775291828794,0.00886228947388
1,K_post_rope,mean_removed,rfft_parseval,0.95,4,213.25,1.78535710714,257,0,0.829766536965,0.00694691481376,0.768482490272,0.007902761094,0.117704280156,0.0035073455987,0.650778210117,0.00967886611971,0.886186770428,0.00747193166135
1,K_post_rope,mean_removed,rfft_parseval,0.99,4,247.75,0.829156197589,257,0,0.964007782101,0.00322628870657,0.952821011673,0.00503116752568,0.0238326848249,0.00252731148964,0.928988326848,0.00747193166135,0.976653696498,0.00275138825364
1,K_post_rope,raw,dct_ii_ortho,0.9,4,1,0,512,0,0.001953125,0,0.172119140625,0.00242916854762,0.170166015625,0.00242916854762,0.001953125,0,0.34228515625,0.00485833709525
1,K_post_rope,raw,dct_ii_ortho,0.95,4,1,0,512,0,0.001953125,0,0.312255859375,0.00499743395763,0.310302734375,0.00499743395763,0.001953125,0,0.62255859375,0.00999486791526
1,K_post_rope,raw,dct_ii_ortho,0.99,4,40.5,2.69258240357,512,0,0.0791015625,0.00525895000697,0.461669921875,0.00222422694803,0.457763671875,0.00222422694803,0.00390625,0,0.91943359375,0.00444845389607
1,K_post_rope,raw,rfft_parseval,0.9,4,1,0,257,0,0.00389105058366,0,0.174610894942,0.0021200870348,0.170719844358,0.0021200870348,0.00389105058366,0,0.3453307393,0.00424017406959
1,K_post_rope,raw,rfft_parseval,0.95,4,1,0,257,0,0.00389105058366,0,0.31420233463,0.00523848716647,0.310311284047,0.00523848716647,0.00389105058366,0,0.624513618677,0.0104769743329
1,K_post_rope,raw,rfft_parseval,0.99,4,22.25,0.829156197589,257,0,0.0865758754864,0.00322628870657,0.464007782101,0.00291828793774,0.456225680934,0.00291828793774,0.00778210116732,0,0.920233463035,0.00583657587549
1,K_pre_rope,mean_removed,dct_ii_ortho,0.9,4,442.25,3.69966214674,512,0,0.86376953125,0.00722590263035,0.86328125,0.00814127539089,0.0029296875,0.00207160189801,0.8603515625,0.00799350856628,0.8662109375,0.0087890625
1,K_pre_rope,mean_removed,dct_ii_ortho,0.95,4,476.5,3.84057287393,512,0,0.9306640625,0.0075011188944,0.9306640625,0.00759587362603,0.0009765625,0.000690533966002,0.9296875,0.00730792458354,0.931640625,0.00793363125453
1,K_pre_rope,mean_removed,dct_ii_ortho,0.99,4,504.5,1.5,512,0,0.9853515625,0.0029296875,0.98583984375,0.00280496222975,0.00048828125,0.00048828125,0.9853515625,0.0029296875,0.986328125,0.00276213586401
1,K_pre_rope,mean_removed,rfft_parseval,0.9,4,222,2.12132034356,257,0,0.863813229572,0.00825416476093,0.863326848249,0.00895522988304,0.0034046692607,0.0021200870348,0.859922178988,0.00825416476093,0.86673151751,0.0100623350514
1,K_pre_rope,mean_removed,rfft_parseval,0.95,4,239.25,1.92028643697,257,0,0.93093385214,0.00747193166135,0.930447470817,0.00732807352788,0.000486381322957,0.000842437163214,0.929961089494,0.00727948907933,0.93093385214,0.00747193166135
1,K_pre_rope,mean_removed,rfft_parseval,0.99,4,253,0.707106781187,257,0,0.984435797665,0.00275138825364,0.984435797665,0.00275138825364,0,0,0.984435797665,0.00275138825364,0.984435797665,0.00275138825364
1,K_pre_rope,raw,dct_ii_ortho,0.9,4,1,0,512,0,0.001953125,0,0.171875,0.00239207982694,0.169921875,0.00239207982694,0.001953125,0,0.341796875,0.00478415965387
1,K_pre_rope,raw,dct_ii_ortho,0.95,4,1,0,512,0,0.001953125,0,0.3115234375,0.00478415965387,0.3095703125,0.00478415965387,0.001953125,0,0.62109375,0.00956831930775
1,K_pre_rope,raw,dct_ii_ortho,0.99,4,1,0,512,0,0.001953125,0,0.46044921875,0.00312652550656,0.45849609375,0.00312652550656,0.001953125,0,0.9189453125,0.00625305101312
1,K_pre_rope,raw,rfft_parseval,0.9,4,1,0,257,0,0.00389105058366,0,0.174124513619,0.00217516340224,0.170233463035,0.00217516340224,0.00389105058366,0,0.344357976654,0.00435032680447
1,K_pre_rope,raw,rfft_parseval,0.95,4,1,0,257,0,0.00389105058366,0,0.313229571984,0.00476554424666,0.309338521401,0.00476554424666,0.00389105058366,0,0.622568093385,0.00953108849332
1,K_pre_rope,raw,rfft_parseval,0.99,4,1,0,257,0,0.00389105058366,0,0.461089494163,0.00307614558382,0.45719844358,0.00307614558382,0.00389105058366,0,0.918287937743,0.00615229116764
1,V_cache,mean_removed,dct_ii_ortho,0.9,4,456.25,3.69966214674,512,0,0.89111328125,0.00722590263035,0.890869140625,0.0069182750563,0.004638671875,0.00270765051426,0.88623046875,0.00785814303683,0.8955078125,0.00697405119975
1,V_cache,mean_removed,dct_ii_ortho,0.95,4,483.75,2.86138078556,512,0,0.94482421875,0.00558863434681,0.94482421875,0.00505082052382,0.00244140625,0.000845727933383,0.9423828125,0.00525895000697,0.947265625,0.00497951124374
1,V_cache,mean_removed,dct_ii_ortho,0.99,4,506.75,1.08972473589,512,0,0.98974609375,0.00212836862478,0.989501953125,0.0018752797236,0.000732421875,0.000809722849208,0.98876953125,0.00253718380015,0.990234375,0.001381067932
1,V_cache,mean_removed,rfft_parseval,0.9,4,228.75,1.92028643697,257,0,0.890077821012,0.00747193166135,0.890077821012,0.00622872007532,0.00389105058366,0.00238277212333,0.886186770428,0.00747193166135,0.893968871595,0.00575494142325
1,V_cache,mean_removed,rfft_parseval,0.95,4,242.5,1.11803398875,257,0,0.943579766537,0.00435032680447,0.94406614786,0.00503116752568,0.00243190661479,0.00161314435329,0.941634241245,0.00615229116764,0.946498054475,0.00424017406959
1,V_cache,mean_removed,rfft_parseval,0.99,4,254,0,257,0,0.988326848249,0,0.988326848249,0.00137569412682,0.000972762645914,0.000972762645914,0.987354085603,0.00168487432643,0.989299610895,0.00168487432643
1,V_cache,raw,dct_ii_ortho,0.9,4,439.5,4.03112887415,512,0,0.8583984375,0.00787329858232,0.857177734375,0.0066726808441,0.033935546875,0.00199837714157,0.8232421875,0.00697405119975,0.89111328125,0.00695693693788
1,V_cache,raw,dct_ii_ortho,0.95,4,475.5,3.90512483795,512,0,0.9287109375,0.00762719694913,0.927978515625,0.00634295950037,0.016357421875,0.00126859190007,0.91162109375,0.00722590263035,0.9443359375,0.00560992445951
1,V_cache,raw,dct_ii_ortho,0.99,4,504.75,1.08972473589,512,0,0.98583984375,0.00212836862478,0.98583984375,0.00244140625,0.00390625,0.00119603991347,0.98193359375,0.00348702559987,0.98974609375,0.00161944569842
1,V_cache,raw,rfft_parseval,0.9,4,220.5,1.80277563773,257,0,0.857976653696,0.0070146911974,0.856517509728,0.00679194554658,0.0325875486381,0.00161314435329,0.823929961089,0.00694691481376,0.889105058366,0.0070146911974
1,V_cache,raw,rfft_parseval,0.95,4,238.75,2.16506350946,257,0,0.928988326848,0.00842437163214,0.927042801556,0.00575494142325,0.0165369649805,0.00168487432643,0.910505836576,0.00615229116764,0.943579766537,0.00583657587549
1,V_cache,raw,rfft_parseval,0.99,4,252.75,0.433012701892,257,0,0.983463035019,0.00168487432643,0.984922178988,0.0021200870348,0.00437743190661,0.000842437163214,0.980544747082,0.00275138825364,0.989299610895,0.00168487432643
10,K_post_rope,mean_removed,dct_ii_ortho,0.9,4,319.75,14.2543852901,512,0,0.62451171875,0.0278405962698,0.614990234375,0.0281884642984,0.044189453125,0.00566805994446,0.57080078125,0.0269706337493,0.6591796875,0.0304305399431
10,K_post_rope,mean_removed,dct_ii_ortho,0.95,4,406.75,9.36416040016,512,0,0.79443359375,0.0182893757816,0.78759765625,0.0182893757816,0.029296875,0.0029296875,0.75830078125,0.0182893757816,0.81689453125,0.018752797236
10,K_post_rope,mean_removed,dct_ii_ortho,0.99,4,489.75,1.92028643697,512,0,0.95654296875,0.0037505594472,0.955078125,0.00483373776202,0.00634765625,0.00146484375,0.94873046875,0.00541530102852,0.96142578125,0.00465790625692
10,K_post_rope,mean_removed,rfft_parseval,0.9,4,161,7.14142842854,257,0,0.626459143969,0.027787659255,0.617704280156,0.0279404797983,0.0437743190661,0.00558809595967,0.573929961089,0.0266046582319,0.661478599222,0.0302652707901
10,K_post_rope,mean_removed,rfft_parseval,0.95,4,204.5,4.71699056603,257,0,0.795719844358,0.0183540488951,0.788910505837,0.0181205603212,0.0291828793774,0.00275138825364,0.759727626459,0.0172648242697,0.818093385214,0.0193332752085
10,K_post_rope,mean_removed,rfft_parseval,0.99,4,245.75,1.08972473589,257,0,0.956225680934,0.00424017406959,0.953307392996,0.00496013571361,0.00583657587549,0.00137569412682,0.947470817121,0.00583657587549,0.959143968872,0.00435032680447
10,K_post_rope,raw,dct_ii_ortho,0.9,4,179,11.6404467268,512,0,0.349609375,0.0227352475133,0.346923828125,0.018763918479,0.023193359375,0.0163026718992,0.32373046875,0.00348702559987,0.3701171875,0.0349794818136
10,K_post_rope,raw,dct_ii_ortho,0.95,4,296.25,17.0642169466,512,0,0.57861328125,0.0333285487238,0.574462890625,0.0309616133611,0.024169921875,0.00877209190587,0.55029296875,0.0224980586592,0.5986328125,0.039559822462
10,K_post_rope,raw,dct_ii_ortho,0.99,4,461.75,5.40254569624,512,0,0.90185546875,0.010551847063,0.899658203125,0.00979913683613,0.007568359375,0.00174351279994,0.89208984375,0.00866613249477,0.9072265625,0.0110916178629
10,K_post_rope,raw,rfft_parseval,0.9,4,90.75,5.93190525885,257,0,0.353112840467,0.0230813434197,0.34873540856,0.0203758366397,0.022859922179,0.0159470781233,0.325875486381,0.00505462297929,0.371595330739,0.0362411206424
10,K_post_rope,raw,rfft_parseval,0.95,4,149.25,8.52569645249,257,0,0.580739299611,0.0331739161575,0.576361867704,0.0311701750389,0.0248054474708,0.00916412630419,0.551556420233,0.0224157949841,0.601167315175,0.0401080313776
10,K_post_rope,raw,rfft_parseval,0.99,4,231.75,2.68095132369,257,0,0.901750972763,0.0104317172128,0.900291828794,0.0101442867775,0.00826848249027,0.00161314435329,0.892023346304,0.00886228947388,0.908560311284,0.0115098828465
10,K_pre_rope,mean_removed,dct_ii_ortho,0.9,4,375,10.1242283657,512,0,0.732421875,0.0197738835267,0.73046875,0.018936249443,0.005859375,0.00601993554977,0.724609375,0.0181651125369,0.736328125,0.0214399398438
10,K_pre_rope,mean_removed,dct_ii_ortho,0.95,4,441.75,6.29980158418,512,0,0.86279296875,0.0123042999691,0.861328125,0.0117593697059,0.00390625,0.00323889139683,0.857421875,0.011637085242,0.865234375,0.0127328171977
10,K_pre_rope,mean_removed,dct_ii_ortho,0.99,4,497.5,1.11803398875,512,0,0.9716796875,0.00218366013428,0.971923828125,0.00232895312846,0.000244140625,0.000422863966692,0.9716796875,0.00218366013428,0.97216796875,0.00253718380015
10,K_pre_rope,mean_removed,rfft_parseval,0.9,4,188.75,5.01871497497,257,0,0.734435797665,0.0195280738326,0.732490272374,0.0185846042554,0.00486381322957,0.00558809595967,0.727626459144,0.0180420593298,0.737354085603,0.0206812175345
10,K_pre_rope,mean_removed,rfft_parseval,0.95,4,222,3.2403703492,257,0,0.863813229572,0.0126084449385,0.863326848249,0.0117035111046,0.0034046692607,0.00287747071162,0.859922178988,0.0113442643869,0.86673151751,0.0127205222088
10,K_pre_rope,mean_removed,rfft_parseval,0.99,4,249.5,0.5,257,0,0.970817120623,0.00194552529183,0.971303501946,0.00287747071162,0.00145914396887,0.000842437163214,0.969844357977,0.00322628870657,0.972762645914,0.00275138825364
10,K_pre_rope,raw,dct_ii_ortho,0.9,4,173,16.6132477258,512,0,0.337890625,0.0324477494645,0.33154296875,0.0304970634172,0.03125,0.00969210607484,0.30029296875,0.0227509721821,0.36279296875,0.0391204404276
10,K_pre_rope,raw,dct_ii_ortho,0.95,4,291.75,17.4696164812,512,0,0.56982421875,0.0341203446898,0.564208984375,0.0326993535506,0.024658203125,0.00888014330052,0.53955078125,0.0249119160524,0.5888671875,0.0409341638967
10,K_pre_rope,raw,dct_ii_ortho,0.99,4,460.75,5.40254569624,512,0,0.89990234375,0.010551847063,0.8974609375,0.00949327250743,0.0078125,0.00248975562187,0.8896484375,0.00762719694913,0.9052734375,0.0115960371944
10,K_pre_rope,raw,rfft_parseval,0.9,4,87.75,8.69985632065,257,0,0.341439688716,0.0338515810142,0.334630350195,0.0309760376033,0.0311284046693,0.00943128376929,0.303501945525,0.0238277212333,0.365758754864,0.0391045744012
10,K_pre_rope,raw,rfft_parseval,0.95,4,147,8.86002257333,257,0,0.571984435798,0.0344747960052,0.567607003891,0.0326238255598,0.0238326848249,0.00936836589701,0.543774319066,0.0242020531218,0.591439688716,0.0414538438768
10,K_pre_rope,raw,rfft_parseval,0.99,4,231.5,2.87228132327,257,0,0.900778210117,0.0111761919193,0.897373540856,0.00966663760426,0.00826848249027,0.00287747071162,0.889105058366,0.00802160627552,0.905642023346,0.011794120285
10,V_cache,mean_removed,dct_ii_ortho,0.9,4,403.5,5.85234995536,512,0,0.7880859375,0.0114303710066,0.7841796875,0.0105631385023,0.0205078125,0.00625305101312,0.763671875,0.0157465971646,0.8046875,0.00730792458354
10,V_cache,mean_removed,dct_ii_ortho,0.95,4,457,3.08220700148,512,0,0.892578125,0.00601993554977,0.890380859375,0.00630525955573,0.011474609375,0.00319255293716,0.87890625,0.00895034315421,0.90185546875,0.00444845389607
10,V_cache,mean_removed,dct_ii_ortho,0.99,4,500.75,1.08972473589,512,0,0.97802734375,0.00212836862478,0.97802734375,0.00176052308372,0.00244140625,0.00048828125,0.9755859375,0.00218366013428,0.98046875,0.001381067932
10,V_cache,mean_removed,rfft_parseval,0.9,4,202.5,2.87228132327,257,0,0.787937743191,0.0111761919193,0.78453307393,0.00995597737863,0.0209143968872,0.00556688868787,0.763618677043,0.0143955725554,0.805447470817,0.00727948907933
10,V_cache,mean_removed,rfft_parseval,0.95,4,229,1.22474487139,257,0,0.891050583658,0.00476554424666,0.889591439689,0.00605539863715,0.0121595330739,0.00347345740688,0.877431906615,0.00891551691626,0.901750972763,0.00424017406959
10,V_cache,mean_removed,rfft_parseval,0.99,4,251,0.707106781187,257,0,0.976653696498,0.00275138825364,0.977140077821,0.00161314435329,0.00243190661479,0.000842437163214,0.974708171206,0.00194552529183,0.979571984436,0.00168487432643
10,V_cache,raw,dct_ii_ortho,0.9,4,384,9.24662100445,512,0,0.75,0.0180598066493,0.745361328125,0.0168775175124,0.033447265625,0.0067083162422,0.7119140625,0.0227980811131,0.77880859375,0.0118301185933
10,V_cache,raw,dct_ii_ortho,0.95,4,447.25,4.81534007106,512,0,0.87353515625,0.0094049610763,0.869140625,0.0100780114456,0.01953125,0.004528134031,0.849609375,0.0140163086859,0.888671875,0.00690533966002
10,V_cache,raw,dct_ii_ortho,0.99,4,499,0.707106781187,512,0,0.974609375,0.001381067932,0.973876953125,0.00211431983346,0.004150390625,0.000422863966692,0.9697265625,0.00218366013428,0.97802734375,0.00212836862478
10,V_cache,raw,rfft_parseval,0.9,4,192.75,4.60298815988,257,0,0.75,0.0179104597661,0.745622568093,0.0164149192906,0.033560311284,0.00679194554658,0.712062256809,0.0225210834685,0.779182879377,0.0111337773757
10,V_cache,raw,rfft_parseval,0.95,4,224.25,2.5860201082,257,0,0.872568093385,0.0100623350514,0.868190661479,0.00986047418906,0.0199416342412,0.00463978210806,0.848249027237,0.0137569412682,0.88813229572,0.00694691481376
10,V_cache,raw,rfft_parseval,0.99,4,250.25,0.433012701892,257,0,0.97373540856,0.00168487432643,0.972276264591,0.0021200870348,0.0034046692607,0.000842437163214,0.968871595331,0.00275138825364,0.975680933852,0.00168487432643
11,K_post_rope,mean_removed,dct_ii_ortho,0.9,4,307.5,19.5767719505,512,0,0.6005859375,0.0382358827157,0.599365234375,0.0354491851218,0.040283203125,0.00744929018672,0.55908203125,0.0384069752636,0.6396484375,0.0338995214018
11,K_post_rope,mean_removed,dct_ii_ortho,0.95,4,398.75,12.5174877671,512,0,0.77880859375,0.0244482182952,0.77685546875,0.0232997661923,0.02734375,0.00473406236076,0.74951171875,0.0259249295946,0.80419921875,0.0214121210442
11,K_post_rope,mean_removed,dct_ii_ortho,0.99,4,488,2.5495097568,512,0,0.953125,0.00497951124374,0.95263671875,0.00470881384814,0.005859375,0.00154408088875,0.94677734375,0.00558863434681,0.95849609375,0.00422863966692
11,K_post_rope,mean_removed,rfft_parseval,0.9,4,155,9.82344135219,257,0,0.603112840467,0.038223507207,0.601653696498,0.0363551738149,0.0403696498054,0.00732807352788,0.561284046693,0.0395257775368,0.642023346304,0.0344747960052
11,K_post_rope,mean_removed,rfft_parseval,0.95,4,200.5,6.42261628933,257,0,0.780155642023,0.0249907248612,0.778210116732,0.0231427573023,0.0272373540856,0.00456266124496,0.750972762646,0.0250663399353,0.805447470817,0.0220111060292
11,K_post_rope,mean_removed,rfft_parseval,0.99,4,245,1.41421356237,257,0,0.953307392996,0.00550277650729,0.951848249027,0.00556688868787,0.00535019455253,0.000842437163214,0.946498054475,0.00575494142325,0.95719844358,0.00550277650729
11,K_post_rope,raw,dct_ii_ortho,0.9,4,183.75,14.6692706022,512,0,0.35888671875,0.0286509191449,0.35791015625,0.0261811652704,0.03076171875,0.0161280708642,0.3271484375,0.0101016410476,0.388671875,0.0422976715385
11,K_post_rope,raw,dct_ii_ortho,0.95,4,300.5,21.2190951739,512,0,0.5869140625,0.0414435452616,0.58544921875,0.0397312145829,0.033203125,0.00865236579427,0.55224609375,0.0412561539192,0.61865234375,0.0400598983515
11,K_post_rope,raw,dct_ii_ortho,0.99,4,463.25,6.37867541109,512,0,0.90478515625,0.0124583504123,0.903564453125,0.0121654565462,0.009521484375,0.00252541026191,0.89404296875,0.0126859190007,0.9130859375,0.0121581050762
11,K_post_rope,raw,rfft_parseval,0.9,4,92.75,7.29297607291,257,0,0.360894941634,0.0283773388051,0.360408560311,0.0269008887335,0.0306420233463,0.0152804261405,0.329766536965,0.011794120285,0.391050583658,0.042133089159
11,K_post_rope,raw,rfft_parseval,0.95,4,151.5,10.6183802908,257,0,0.589494163424,0.041316654828,0.587062256809,0.0399277297967,0.033560311284,0.00946883382001,0.553501945525,0.0413967370252,0.620622568093,0.0406703209346
11,K_post_rope,raw,rfft_parseval,0.99,4,232.5,3.35410196625,257,0,0.9046692607,0.0130509804134,0.904182879377,0.0125614509437,0.00924124513619,0.00252731148964,0.894941634241,0.0126084449385,0.913424124514,0.0130146771987
11,K_pre_rope,mean_removed,dct_ii_ortho,0.9,4,385.25,11.0085194282,512,0,0.75244140625,0.0215010145081,0.752685546875,0.0211980993714,0.004638671875,0.00367834940755,0.748046875,0.0202032820953,0.75732421875,0.0227509721821
11,K_pre_rope,mean_removed,dct_ii_ortho,0.95,4,448,6.96419413859,512,0,0.875,0.0136019416769,0.87548828125,0.0138881471224,0.00244140625,0.00262947500348,0.873046875,0.0145504535408,0.8779296875,0.013706707859
