layer,cache_stage,sequence_variant,transform,requested_retention_ratio,samples,retained_components_mean,retained_components_std,total_components_mean,total_components_std,actual_component_fraction_mean,actual_component_fraction_std,global_low_frequency_energy_mean,global_low_frequency_energy_std,global_top_frequency_bin_energy_mean,global_top_frequency_bin_energy_std,global_top_vs_low_gain_mean,global_top_vs_low_gain_std,global_reconstruction_relative_mse_mean,global_reconstruction_relative_mse_std,per_head_low_frequency_energy_mean_mean,per_head_low_frequency_energy_mean_std,per_head_low_frequency_energy_std_mean,per_head_low_frequency_energy_std_std,per_head_low_frequency_energy_min_mean,per_head_low_frequency_energy_min_std,per_head_low_frequency_energy_max_mean,per_head_low_frequency_energy_max_std,per_head_top_frequency_bin_energy_mean_mean,per_head_top_frequency_bin_energy_mean_std,per_head_top_frequency_bin_energy_max_mean,per_head_top_frequency_bin_energy_max_std,dc_energy_fraction_mean,dc_energy_fraction_std
0,K_post_rope,mean_removed,dct_ii_ortho,0.1,4,51,0,512,0,0.099609375,0,0.405423343879,0.00753192878705,0.599916594596,0.0115476414599,0.194493250717,0.00685201937184,0.594576656121,0.00753192878705,0.403728971504,0.0086113248419,0.0372154374528,0.00405246303299,0.366513534051,0.0116315926857,0.440944408956,0.00677205994715,0.602576190486,0.0152392361804,0.66862505965,0.00656411063959,5.42294330012e-16,4.5195101307e-17
0,K_post_rope,mean_removed,dct_ii_ortho,0.25,4,128,0,512,0,0.25,0,0.564271866131,0.00620613885233,0.708739750507,0.0178547078226,0.144467884376,0.0156120693674,0.435728133869,0.00620613885233,0.56282053411,0.0069744783152,0.031945113749,0.00410758955021,0.530875420361,0.0106711688466,0.594765647859,0.00414215340278,0.709031423584,0.0189341041924,0.761801687402,0.00963945785654,5.42294330012e-16,4.5195101307e-17
0,K_post_rope,mean_removed,dct_ii_ortho,0.5,4,256,0,512,0,0.5,0,0.812998451974,0.0168329860648,0.826813017863,0.0147222619227,0.0138145658888,0.00232300225987,0.187001548026,0.0168329860648,0.811101599572,0.0181537423531,0.0390112350005,0.00807971742751,0.772090364571,0.0261794590466,0.850112834572,0.0102135358369,0.828623400829,0.0150769957106,0.860596467989,0.00887655616117,5.42294330012e-16,4.5195101307e-17
0,K_post_rope,mean_removed,dct_ii_ortho,0.75,4,384,0,512,0,0.75,0,0.910542967789,0.00957962825981,0.922792286856,0.00776236663773,0.0122493190669,0.0019036485712,0.0894570322111,0.00957962825981,0.909652444354,0.010237444933,0.0180438637046,0.00436093073474,0.891608580649,0.0145567492875,0.927696308058,0.00597888295929,0.924410901677,0.0076258432431,0.938718935041,0.00470347623974,5.42294330012e-16,4.5195101307e-17
0,K_post_rope,mean_removed,dct_ii_ortho,0.9,4,460,0,512,0,0.8984375,0,0.964068043582,0.003936405118,0.971827799095,0.00293305867613,0.00775975551274,0.00118191952788,0.0359319564179,0.003936405118,0.963708783484,0.00419019665619,0.00733649274555,0.00167071483195,0.956372290738,0.00585625438629,0.97104527623,0.00253028786849,0.972737468743,0.00293521580727,0.977926219673,0.00192249284932,5.42294330012e-16,4.5195101307e-17
0,K_post_rope,mean_removed,rfft_parseval,0.1,4,25,0,257,0,0.0972762645914,0,0.4015015613,0.00695233952073,0.578806128612,0.00972543669763,0.177304567312,0.00548389983979,0.5984984387,0.00695233952073,0.399813025029,0.00801372916688,0.0372483630037,0.00392183027189,0.362564662025,0.0108575449587,0.437061388033,0.00642766934073,0.580909419095,0.0130504435911,0.639361707449,0.00756637402296,4.58430274295e-16,4.57888903117e-17
0,K_post_rope,mean_removed,rfft_parseval,0.25,4,64,0,257,0,0.249027237354,0,0.563031909872,0.00609924991316,0.699088452333,0.0171008961129,0.136056542461,0.0147304268098,0.436968090128,0.00609924991316,0.561574796957,0.0068737589345,0.0320728453402,0.00410919277904,0.529501951617,0.0106113301387,0.593647642297,0.00395824797839,0.698875258171,0.0182825183659,0.753147396159,0.00946834569417,4.58430274295e-16,4.57888903117e-17
0,K_post_rope,mean_removed,rfft_parseval,0.5,4,128,0,257,0,0.498054474708,0,0.81200901674,0.0168826518788,0.820639713851,0.0154678321159,0.00863069711101,0.00151255757081,0.18799098326,0.0168826518788,0.81011141212,0.0182030633571,0.0390152973603,0.00810290064075,0.77109611476,0.026251667073,0.849126709481,0.0102404592007,0.820865923772,0.0156800912501,0.855122447051,0.00923330631886,4.58430274295e-16,4.57888903117e-17
0,K_post_rope,mean_removed,rfft_parseval,0.75,4,192,0,257,0,0.747081712062,0,0.909610454601,0.00970245132756,0.918440174886,0.00836553019873,0.00882972028447,0.00155115503031,0.0903895453989,0.00970245132756,0.908711953075,0.0103666365716,0.0181946867562,0.00442606181396,0.890517266318,0.0147487051766,0.926906639831,0.00604897095289,0.919467229741,0.00815513412077,0.934629405399,0.00503222797317,4.58430274295e-16,4.57888903117e-17
0,K_post_rope,mean_removed,rfft_parseval,0.9,4,231,0,257,0,0.898832684825,0,0.964801796106,0.0039741462689,0.970877918698,0.00309630564488,0.00607612259204,0.00101343514666,0.0351982038944,0.0039741462689,0.96444942039,0.00423477172108,0.00711607057097,0.00176825072829,0.957333349819,0.00599852628294,0.971565490961,0.00247743552255,0.9715839145,0.00297878703785,0.976871547973,0.00208171472254,4.58430274295e-16,4.57888903117e-17
