data_model,cache_kind,sequence_length,energy_definition,energy_threshold,samples,zero_based_index_mean,zero_based_index_std,required_components_mean,required_components_std,total_components_mean,total_components_std,true_required_component_fraction_mean,true_required_component_fraction_std,historical_plot_label_fraction_mean,historical_plot_label_fraction_std,historical_label_understatement_mean,historical_label_understatement_std
smooth_dct_decay_positive_control,V,128,rfft_parseval,0.95,5,5,0,6,0,65,0,0.0923076923077,0,0.0769230769231,0,0.0153846153846,0
smooth_dct_decay_positive_control,V,128,rfft_parseval,0.99,5,15.6,1.2,16.6,1.2,65,0,0.255384615385,0.0184615384615,0.24,0.0184615384615,0.0153846153846,0
smooth_dct_decay_positive_control,V,32,dct_ii_ortho,0.9,5,5,0,6,0,32,0,0.1875,0,0.15625,0,0.03125,0
smooth_dct_decay_positive_control,V,32,dct_ii_ortho,0.95,5,7,0,8,0,32,0,0.25,0,0.21875,0,0.03125,0
smooth_dct_decay_positive_control,V,32,dct_ii_ortho,0.99,5,11,0,12,0,32,0,0.375,0,0.34375,0,0.03125,0
smooth_dct_decay_positive_control,V,32,rfft_historical_unweighted,0.9,5,3,0,4,0,17,0,0.235294117647,0,0.176470588235,0,0.0588235294118,0
smooth_dct_decay_positive_control,V,32,rfft_historical_unweighted,0.95,5,4,0,5,0,17,0,0.294117647059,0,0.235294117647,0,0.0588235294118,0
smooth_dct_decay_positive_control,V,32,rfft_historical_unweighted,0.99,5,9.4,0.489897948557,10.4,0.489897948557,17,0,0.611764705882,0.0288175263857,0.552941176471,0.0288175263857,0.0588235294118,0
smooth_dct_decay_positive_control,V,32,rfft_parseval,0.9,5,3,0,4,0,17,0,0.235294117647,0,0.176470588235,0,0.0588235294118,0
smooth_dct_decay_positive_control,V,32,rfft_parseval,0.95,5,5,0,6,0,17,0,0.352941176471,0,0.294117647059,0,0.0588235294118,0
smooth_dct_decay_positive_control,V,32,rfft_parseval,0.99,5,10.4,0.489897948557,11.4,0.489897948557,17,0,0.670588235294,0.0288175263857,0.611764705882,0.0288175263857,0.0588235294118,0
smooth_dct_decay_positive_control,V,64,dct_ii_ortho,0.9,5,5,0,6,0,64,0,0.09375,0,0.078125,0,0.015625,0
smooth_dct_decay_positive_control,V,64,dct_ii_ortho,0.95,5,7,0,8,0,64,0,0.125,0,0.109375,0,0.015625,0
smooth_dct_decay_positive_control,V,64,dct_ii_ortho,0.99,5,11,0,12,0,64,0,0.1875,0,0.171875,0,0.015625,0
smooth_dct_decay_positive_control,V,64,rfft_historical_unweighted,0.9,5,3,0,4,0,33,0,0.121212121212,0,0.0909090909091,0,0.030303030303,0
smooth_dct_decay_positive_control,V,64,rfft_historical_unweighted,0.95,5,4.2,0.4,5.2,0.4,33,0,0.157575757576,0.0121212121212,0.127272727273,0.0121212121212,0.030303030303,0
smooth_dct_decay_positive_control,V,64,rfft_historical_unweighted,0.99,5,11.6,0.8,12.6,0.8,33,0,0.381818181818,0.0242424242424,0.351515151515,0.0242424242424,0.030303030303,0
smooth_dct_decay_positive_control,V,64,rfft_parseval,0.9,5,3.2,0.4,4.2,0.4,33,0,0.127272727273,0.0121212121212,0.0969696969697,0.0121212121212,0.030303030303,0
smooth_dct_decay_positive_control,V,64,rfft_parseval,0.95,5,5,0,6,0,33,0,0.181818181818,0,0.151515151515,0,0.030303030303,0
smooth_dct_decay_positive_control,V,64,rfft_parseval,0.99,5,14.2,0.979795897113,15.2,0.979795897113,33,0,0.460606060606,0.029690784761,0.430303030303,0.029690784761,0.030303030303,0
